,child_name,same_num_trials,Trials_onset,Trials_offset,Looks_ordinal,Looks_onset,Looks_offset,Looks_direction,trial_length,lookit_onset,lookit_offset,lookit_trial_length,lookit_trial_length_diff,lookit_onset_diff,lookit_offset_diff,ID.session,Looks.ordinal,Looks.onset,Looks.offset,Looks.direction,Trials.ordinal,Trials.onset,Trials.offset,Trials.x,Unnamed: 16
6,TMT2Uc,False,36448.0,85203.0,7.0,36448.0,46987.0,y,48755.0,267104.00000000006,299544.00000000006,32440.0,-16315.0,230656.00000000006,214341.00000000006,,,,,,,,,,
7,TMT2Uc,False,36448.0,85203.0,8.0,46988.0,48279.0,n,48755.0,301763.00000000006,346793.0,45029.99999999994,-3725.000000000058,265315.00000000006,261590.0,,,,,,,,,,
8,TMT2Uc,False,36448.0,85203.0,9.0,48280.0,49775.0,y,48755.0,,,,,,,,,,,,,,,,
9,TMT2Uc,False,36448.0,85203.0,10.0,49776.0,55623.0,n,48755.0,,,,,,,,,,,,,,,,
10,TMT2Uc,False,36448.0,85203.0,11.0,55624.0,59261.0,y,48755.0,,,,,,,,,,,,,,,,
11,TMT2Uc,False,36448.0,85203.0,12.0,59262.0,63647.0,n,48755.0,,,,,,,,,,,,,,,,
12,TMT2Uc,False,36448.0,85203.0,13.0,63648.0,65041.0,y,48755.0,,,,,,,,,,,,,,,,
13,TMT2Uc,False,36448.0,85203.0,14.0,65042.0,65993.0,n,48755.0,,,,,,,,,,,,,,,,
14,TMT2Uc,False,36448.0,85203.0,15.0,65994.0,69665.0,y,48755.0,,,,,,,,,,,,,,,,
15,TMT2Uc,False,36448.0,85203.0,16.0,69666.0,73167.0,n,48755.0,,,,,,,,,,,,,,,,
16,TMT2Uc,False,36448.0,85203.0,17.0,73168.0,74187.0,y,48755.0,,,,,,,,,,,,,,,,
17,TMT2Uc,False,36448.0,85203.0,18.0,74188.0,74663.0,n,48755.0,,,,,,,,,,,,,,,,
18,TMT2Uc,False,36448.0,85203.0,19.0,74664.0,77179.0,y,48755.0,,,,,,,,,,,,,,,,
19,TMT2Uc,False,36448.0,85203.0,20.0,77180.0,77927.0,n,48755.0,,,,,,,,,,,,,,,,
20,TMT2Uc,False,36448.0,85203.0,21.0,77928.0,79831.0,y,48755.0,,,,,,,,,,,,,,,,
21,TMT2Uc,False,36448.0,85203.0,22.0,79832.0,83401.0,n,48755.0,,,,,,,,,,,,,,,,
22,TMT2Uc,False,36448.0,85203.0,23.0,83402.0,85203.0,y,48755.0,,,,,,,,,,,,,,,,
24,TMT2Uc,False,88808.0,126479.0,25.0,88808.0,99619.0,y,37671.0,,,,,,,,,,,,,,,,
25,TMT2Uc,False,88808.0,126479.0,26.0,99620.0,100741.0,n,37671.0,,,,,,,,,,,,,,,,
26,TMT2Uc,False,88808.0,126479.0,27.0,100742.0,111213.0,y,37671.0,,,,,,,,,,,,,,,,
27,TMT2Uc,False,88808.0,126479.0,28.0,111214.0,114239.0,n,37671.0,,,,,,,,,,,,,,,,
28,TMT2Uc,False,88808.0,126479.0,29.0,114240.0,116075.0,y,37671.0,,,,,,,,,,,,,,,,
29,TMT2Uc,False,88808.0,126479.0,30.0,116076.0,120291.0,n,37671.0,,,,,,,,,,,,,,,,
30,TMT2Uc,False,88808.0,126479.0,31.0,120292.0,122059.0,e,37671.0,,,,,,,,,,,,,,,,
31,TMT2Uc,False,88808.0,126479.0,32.0,122060.0,123215.0,y,37671.0,,,,,,,,,,,,,,,,
32,TMT2Uc,False,88808.0,126479.0,33.0,123216.0,126241.0,n,37671.0,,,,,,,,,,,,,,,,
33,TMT2Uc,False,88808.0,126479.0,34.0,126242.0,126479.0,y,37671.0,,,,,,,,,,,,,,,,
34,TMT2Uc,False,126480.0,181151.0,35.0,126480.0,133279.0,y,54671.0,,,,,,,,,,,,,,,,
35,TMT2Uc,False,126480.0,181151.0,36.0,133280.0,135659.0,n,54671.0,,,,,,,,,,,,,,,,
36,TMT2Uc,False,126480.0,181151.0,37.0,135660.0,143615.0,y,54671.0,,,,,,,,,,,,,,,,
37,TMT2Uc,False,126480.0,181151.0,38.0,143616.0,144431.0,n,54671.0,,,,,,,,,,,,,,,,
38,TMT2Uc,False,126480.0,181151.0,39.0,144432.0,145383.0,y,54671.0,,,,,,,,,,,,,,,,
39,TMT2Uc,False,126480.0,181151.0,40.0,145384.0,148885.0,n,54671.0,,,,,,,,,,,,,,,,
40,TMT2Uc,False,126480.0,181151.0,41.0,148886.0,157147.0,y,54671.0,,,,,,,,,,,,,,,,
41,TMT2Uc,False,126480.0,181151.0,42.0,157148.0,158643.0,n,54671.0,,,,,,,,,,,,,,,,
42,TMT2Uc,False,126480.0,181151.0,43.0,158644.0,163029.0,y,54671.0,,,,,,,,,,,,,,,,
43,TMT2Uc,False,126480.0,181151.0,44.0,163030.0,164287.0,n,54671.0,,,,,,,,,,,,,,,,
44,TMT2Uc,False,126480.0,181151.0,45.0,164288.0,166701.0,y,54671.0,,,,,,,,,,,,,,,,
45,TMT2Uc,False,126480.0,181151.0,46.0,166702.0,168979.0,n,54671.0,,,,,,,,,,,,,,,,
46,TMT2Uc,False,126480.0,181151.0,47.0,168980.0,172617.0,y,54671.0,,,,,,,,,,,,,,,,
47,TMT2Uc,False,126480.0,181151.0,48.0,172618.0,173841.0,n,54671.0,,,,,,,,,,,,,,,,
48,TMT2Uc,False,126480.0,181151.0,49.0,173842.0,178057.0,y,54671.0,,,,,,,,,,,,,,,,
49,TMT2Uc,False,126480.0,181151.0,50.0,178058.0,179723.0,n,54671.0,,,,,,,,,,,,,,,,
50,TMT2Uc,False,126480.0,181151.0,51.0,179724.0,181151.0,y,54671.0,,,,,,,,,,,,,,,,
52,TMT2Uc,False,184552.0,217225.0,53.0,184552.0,194241.0,y,32673.0,,,,,,,,,,,,,,,,
53,TMT2Uc,False,184552.0,217225.0,54.0,194242.0,198355.0,n,32673.0,,,,,,,,,,,,,,,,
54,TMT2Uc,False,184552.0,217225.0,55.0,198356.0,199035.0,y,32673.0,,,,,,,,,,,,,,,,
55,TMT2Uc,False,184552.0,217225.0,56.0,199036.0,201721.0,n,32673.0,,,,,,,,,,,,,,,,
56,TMT2Uc,False,184552.0,217225.0,57.0,201722.0,203319.0,y,32673.0,,,,,,,,,,,,,,,,
57,TMT2Uc,False,184552.0,217225.0,58.0,203320.0,206413.0,n,32673.0,,,,,,,,,,,,,,,,
58,TMT2Uc,False,184552.0,217225.0,59.0,206414.0,209779.0,y,32673.0,,,,,,,,,,,,,,,,
59,TMT2Uc,False,184552.0,217225.0,60.0,209780.0,214131.0,n,32673.0,,,,,,,,,,,,,,,,
60,TMT2Uc,False,184552.0,217225.0,61.0,214132.0,215797.0,y,32673.0,,,,,,,,,,,,,,,,
61,TMT2Uc,False,184552.0,217225.0,62.0,215798.0,216851.0,n,32673.0,,,,,,,,,,,,,,,,
62,TMT2Uc,False,184552.0,217225.0,63.0,216852.0,217225.0,y,32673.0,,,,,,,,,,,,,,,,
63,TMT2Uc,False,217226.0,264043.0,64.0,217226.0,223345.0,y,46817.0,,,,,,,,,,,,,,,,
64,TMT2Uc,False,217226.0,264043.0,65.0,223346.0,225079.0,n,46817.0,,,,,,,,,,,,,,,,
65,TMT2Uc,False,217226.0,264043.0,66.0,225080.0,226507.0,y,46817.0,,,,,,,,,,,,,,,,
66,TMT2Uc,False,217226.0,264043.0,67.0,226508.0,228683.0,n,46817.0,,,,,,,,,,,,,,,,
67,TMT2Uc,False,217226.0,264043.0,68.0,228684.0,232661.0,y,46817.0,,,,,,,,,,,,,,,,
68,TMT2Uc,False,217226.0,264043.0,69.0,232662.0,238305.0,n,46817.0,,,,,,,,,,,,,,,,
69,TMT2Uc,False,217226.0,264043.0,70.0,238306.0,239733.0,y,46817.0,,,,,,,,,,,,,,,,
70,TMT2Uc,False,217226.0,264043.0,71.0,239734.0,254931.0,n,46817.0,,,,,,,,,,,,,,,,
71,TMT2Uc,False,217226.0,264043.0,72.0,254932.0,257039.0,y,46817.0,,,,,,,,,,,,,,,,
72,TMT2Uc,False,217226.0,264043.0,73.0,257040.0,258059.0,n,46817.0,,,,,,,,,,,,,,,,
73,TMT2Uc,False,217226.0,264043.0,74.0,258060.0,260507.0,y,46817.0,,,,,,,,,,,,,,,,
74,TMT2Uc,False,217226.0,264043.0,75.0,260508.0,264043.0,n,46817.0,,,,,,,,,,,,,,,,
76,TMT2Uc,False,267240.0,301710.0,77.0,267249.0,275875.0,y,34470.0,,,,,,,,,,,,,,,,
77,TMT2Uc,False,267240.0,301710.0,78.0,275876.0,277405.0,n,34470.0,,,,,,,,,,,,,,,,
78,TMT2Uc,False,267240.0,301710.0,79.0,277406.0,283695.0,y,34470.0,,,,,,,,,,,,,,,,
79,TMT2Uc,False,267240.0,301710.0,80.0,283696.0,288863.0,n,34470.0,,,,,,,,,,,,,,,,
80,TMT2Uc,False,267240.0,301710.0,81.0,288864.0,289747.0,y,34470.0,,,,,,,,,,,,,,,,
81,TMT2Uc,False,267240.0,301710.0,82.0,289748.0,291379.0,n,34470.0,,,,,,,,,,,,,,,,
82,TMT2Uc,False,267240.0,301710.0,83.0,291380.0,294915.0,y,34470.0,,,,,,,,,,,,,,,,
83,TMT2Uc,False,267240.0,301710.0,84.0,294916.0,300491.0,n,34470.0,,,,,,,,,,,,,,,,
84,TMT2Uc,False,267240.0,301710.0,85.0,300492.0,301710.0,y,34470.0,,,,,,,,,,,,,,,,
85,TMT2Uc,False,301711.0,349112.0,86.0,301711.0,310215.0,y,47401.0,,,,,,,,,,,,,,,,
86,TMT2Uc,False,301711.0,349112.0,87.0,310216.0,313921.0,n,47401.0,,,,,,,,,,,,,,,,
87,TMT2Uc,False,301711.0,349112.0,88.0,313922.0,318069.0,y,47401.0,,,,,,,,,,,,,,,,
88,TMT2Uc,False,301711.0,349112.0,89.0,318070.0,320177.0,n,47401.0,,,,,,,,,,,,,,,,
89,TMT2Uc,False,301711.0,349112.0,90.0,320178.0,329867.0,y,47401.0,,,,,,,,,,,,,,,,
90,TMT2Uc,False,301711.0,349112.0,91.0,329868.0,331125.0,n,47401.0,,,,,,,,,,,,,,,,
91,TMT2Uc,False,301711.0,349112.0,92.0,331126.0,349112.0,y,47401.0,,,,,,,,,,,,,,,,
0,cPWHF4,True,,,,,,,46125.0,5372.000000000001,50544.00000000001,45172.00000000001,-952.9999999999927,-207.9999999999991,-1160.9999999999927,1.0,0.0,43000.0,45675.0,e,0.0,5580.0,51705.0,f,
1,cPWHF4,True,,,,,,,33750.0,55349.00000000001,87829.00000000001,32480.000000000007,-1269.9999999999927,44.000000000007276,-1225.9999999999854,,1.0,64485.0,66510.0,off,1.0,55305.0,89055.0,f,
2,cPWHF4,True,,,,,,,45765.0,92815.00000000001,137975.00000000003,45160.000000000015,-604.9999999999854,70.00000000001455,-534.9999999999709,,2.0,84690.0,89055.0,off,2.0,92745.0,138510.0,f,
3,cPWHF4,True,,,,,,,46035.0,142690.0,187846.0,45156.0,-879.0,-95.0,-974.0,,3.0,105065.0,107910.0,off,3.0,142785.0,188820.0,f,
4,cPWHF4,True,,,,,,,45810.0,192858.0,238002.0,45144.0,-666.0,123.0,-543.0,,4.0,130185.0,132255.0,off,4.0,192735.0,238545.0,f,
5,cPWHF4,True,,,,,,,45450.0,242746.0,287904.0,45158.0,-292.0,-344.0,-636.0,,5.0,186660.0,188000.0,off,5.0,243090.0,288540.0,f,
6,cPWHF4,True,,,,,,,34855.0,292836.0,326336.0,33500.0,-1355.0,111.0,-1244.0,,6.0,196200.0,198990.0,off,6.0,292725.0,327580.0,f,
7,cPWHF4,True,,,,,,,23760.0,331207.0,354077.0,22870.0,-890.0,232.0,-658.0,,7.0,203805.0,206055.0,e,7.0,330975.0,354735.0,f,
8,cPWHF4,True,,,,,,,10960.0,356691.00000000006,366221.0,9529.999999999942,-1430.0000000000582,651.0000000000582,-779.0,,8.0,208025.0,210240.0,off,8.0,356040.0,367000.0,t,
9,cPWHF4,True,,,,,,,45992.0,368673.0,413851.0,45178.0,-814.0,663.0,-151.0,,9.0,249000.0,250965.0,off,9.0,368010.0,414002.0,t,
10,cPWHF4,True,,,,,,,7235.0,415931.00000000006,423231.00000000006,7300.0,65.0,-768.9999999999418,-703.9999999999418,,10.0,255320.0,260235.0,off,10.0,416700.0,423935.0,t,
11,cPWHF4,True,,,,,,,8785.0,425453.00000000006,434257.0,8803.999999999942,18.999999999941792,-686.9999999999418,-668.0,,11.0,285750.0,288540.0,off,11.0,426140.0,434925.0,t,
1,SFBBJX,False,6603.0,39688.0,2.0,6603.0,12353.0,y,33085.0,41739.00000000001,86947.0,45207.99999999999,12122.999999999993,35136.00000000001,47259.0,,,,,,,,,,
2,SFBBJX,False,6603.0,39688.0,3.0,12354.0,15406.0,n,33085.0,93184.00000000001,123107.00000000001,29923.0,-3162.0,86581.00000000001,83419.00000000001,,,,,,,,,,
3,SFBBJX,False,6603.0,39688.0,4.0,15407.0,17607.0,y,33085.0,126496.00000000001,171671.00000000003,45175.000000000015,12090.000000000015,119893.00000000001,131983.00000000003,,,,,,,,,,
4,SFBBJX,False,6603.0,39688.0,5.0,17608.0,18743.0,n,33085.0,181234.0,213826.00000000003,32592.00000000003,-492.9999999999709,174631.0,174138.00000000003,,,,,,,,,,
5,SFBBJX,False,6603.0,39688.0,6.0,18744.0,20163.0,y,33085.0,217282.0,262513.00000000006,45231.00000000006,12146.000000000058,210679.0,222825.00000000006,,,,,,,,,,
6,SFBBJX,False,6603.0,39688.0,7.0,20164.0,22222.0,n,33085.0,268777.00000000006,306820.0,38042.99999999994,4957.999999999942,262174.00000000006,267132.0,,,,,,,,,,
7,SFBBJX,False,6603.0,39688.0,8.0,22223.0,27547.0,y,33085.0,310185.0,355852.00000000006,45667.00000000006,12582.000000000058,303582.0,316164.00000000006,,,,,,,,,,
8,SFBBJX,False,6603.0,39688.0,9.0,27548.0,29180.0,n,33085.0,371811.00000000006,398093.0,26281.99999999994,-6803.000000000058,365208.00000000006,358405.0,,,,,,,,,,
9,SFBBJX,False,6603.0,39688.0,10.0,29181.0,31594.0,y,33085.0,401754.0,427942.0,26188.0,-6897.0,395151.0,388254.0,,,,,,,,,,
10,SFBBJX,False,6603.0,39688.0,11.0,31595.0,32588.0,n,33085.0,499035.0,530030.0000000001,30995.000000000116,-2089.9999999998836,492432.0,490342.0000000001,,,,,,,,,,
11,SFBBJX,False,6603.0,39688.0,12.0,32589.0,33440.0,n,33085.0,536148.0,567202.0,31054.0,-2031.0,529545.0,527514.0,,,,,,,,,,
12,SFBBJX,False,6603.0,39688.0,13.0,33441.0,35144.0,y,33085.0,570467.0,615661.0,45194.0,12109.0,563864.0,575973.0,,,,,,,,,,
13,SFBBJX,False,6603.0,39688.0,14.0,35145.0,36138.0,n,33085.0,621672.0,651527.0,29855.0,-3230.0,615069.0,611839.0,,,,,,,,,,
14,SFBBJX,False,6603.0,39688.0,15.0,36139.0,37913.0,y,33085.0,654718.0000000001,699919.0000000001,45201.0,12116.0,648115.0000000001,660231.0000000001,,,,,,,,,,
15,SFBBJX,False,6603.0,39688.0,16.0,37914.0,39688.0,n,33085.0,,,,,,,,,,,,,,,,
16,SFBBJX,False,39689.0,88749.0,17.0,39689.0,40895.0,n,49060.0,,,,,,,,,,,,,,,,
17,SFBBJX,False,39689.0,88749.0,18.0,40896.0,43451.0,y,49060.0,,,,,,,,,,,,,,,,
18,SFBBJX,False,39689.0,88749.0,19.0,43452.0,44942.0,n,49060.0,,,,,,,,,,,,,,,,
19,SFBBJX,False,39689.0,88749.0,20.0,44943.0,47569.0,y,49060.0,,,,,,,,,,,,,,,,
20,SFBBJX,False,39689.0,88749.0,21.0,47570.0,49060.0,n,49060.0,,,,,,,,,,,,,,,,
21,SFBBJX,False,39689.0,88749.0,22.0,49061.0,50054.0,y,49060.0,,,,,,,,,,,,,,,,
22,SFBBJX,False,39689.0,88749.0,23.0,50055.0,52326.0,n,49060.0,,,,,,,,,,,,,,,,
23,SFBBJX,False,39689.0,88749.0,24.0,52327.0,55166.0,y,49060.0,,,,,,,,,,,,,,,,
24,SFBBJX,False,39689.0,88749.0,25.0,55167.0,56302.0,n,49060.0,,,,,,,,,,,,,,,,
25,SFBBJX,False,39689.0,88749.0,26.0,56303.0,60420.0,y,49060.0,,,,,,,,,,,,,,,,
26,SFBBJX,False,39689.0,88749.0,27.0,60421.0,62195.0,n,49060.0,,,,,,,,,,,,,,,,
27,SFBBJX,False,39689.0,88749.0,28.0,62196.0,67236.0,y,49060.0,,,,,,,,,,,,,,,,
28,SFBBJX,False,39689.0,88749.0,29.0,67237.0,76466.0,n,49060.0,,,,,,,,,,,,,,,,
29,SFBBJX,False,39689.0,88749.0,30.0,76467.0,80726.0,y,49060.0,,,,,,,,,,,,,,,,
30,SFBBJX,False,39689.0,88749.0,31.0,80727.0,87116.0,n,49060.0,,,,,,,,,,,,,,,,
31,SFBBJX,False,39689.0,88749.0,32.0,87117.0,88749.0,y,49060.0,,,,,,,,,,,,,,,,
33,SFBBJX,False,92797.0,125314.0,34.0,92797.0,99825.0,y,32517.0,,,,,,,,,,,,,,,,
34,SFBBJX,False,92797.0,125314.0,35.0,99826.0,100677.0,n,32517.0,,,,,,,,,,,,,,,,
35,SFBBJX,False,92797.0,125314.0,36.0,100678.0,109978.0,y,32517.0,,,,,,,,,,,,,,,,
36,SFBBJX,False,92797.0,125314.0,37.0,109979.0,112747.0,n,32517.0,,,,,,,,,,,,,,,,
37,SFBBJX,False,92797.0,125314.0,38.0,112748.0,122829.0,y,32517.0,,,,,,,,,,,,,,,,
38,SFBBJX,False,92797.0,125314.0,39.0,122830.0,125314.0,n,32517.0,,,,,,,,,,,,,,,,
39,SFBBJX,False,125315.0,177286.0,40.0,125315.0,126521.0,n,51971.0,,,,,,,,,,,,,,,,
40,SFBBJX,False,125315.0,177286.0,41.0,126522.0,135467.0,y,51971.0,,,,,,,,,,,,,,,,
41,SFBBJX,False,125315.0,177286.0,42.0,135468.0,140011.0,n,51971.0,,,,,,,,,,,,,,,,
42,SFBBJX,False,125315.0,177286.0,43.0,140012.0,141644.0,y,51971.0,,,,,,,,,,,,,,,,
43,SFBBJX,False,125315.0,177286.0,44.0,141645.0,144129.0,n,51971.0,,,,,,,,,,,,,,,,
44,SFBBJX,False,125315.0,177286.0,45.0,144130.0,146827.0,y,51971.0,,,,,,,,,,,,,,,,
45,SFBBJX,False,125315.0,177286.0,46.0,146828.0,157406.0,n,51971.0,,,,,,,,,,,,,,,,
46,SFBBJX,False,125315.0,177286.0,47.0,157407.0,158826.0,y,51971.0,,,,,,,,,,,,,,,,
47,SFBBJX,False,125315.0,177286.0,48.0,158827.0,161737.0,n,51971.0,,,,,,,,,,,,,,,,
48,SFBBJX,False,125315.0,177286.0,49.0,161738.0,162802.0,y,51971.0,,,,,,,,,,,,,,,,
49,SFBBJX,False,125315.0,177286.0,50.0,162803.0,163867.0,n,51971.0,,,,,,,,,,,,,,,,
50,SFBBJX,False,125315.0,177286.0,51.0,163868.0,166068.0,y,51971.0,,,,,,,,,,,,,,,,
51,SFBBJX,False,125315.0,177286.0,52.0,166069.0,167346.0,n,51971.0,,,,,,,,,,,,,,,,
52,SFBBJX,False,125315.0,177286.0,53.0,167347.0,170541.0,y,51971.0,,,,,,,,,,,,,,,,
53,SFBBJX,False,125315.0,177286.0,54.0,170542.0,174730.0,n,51971.0,,,,,,,,,,,,,,,,
54,SFBBJX,False,125315.0,177286.0,55.0,174731.0,177286.0,y,51971.0,,,,,,,,,,,,,,,,
56,SFBBJX,False,181405.0,216549.0,57.0,181405.0,192338.0,y,35144.0,,,,,,,,,,,,,,,,
57,SFBBJX,False,181405.0,216549.0,58.0,192339.0,194681.0,n,35144.0,,,,,,,,,,,,,,,,
58,SFBBJX,False,181405.0,216549.0,59.0,194682.0,195746.0,y,35144.0,,,,,,,,,,,,,,,,
59,SFBBJX,False,181405.0,216549.0,60.0,195747.0,197166.0,n,35144.0,,,,,,,,,,,,,,,,
60,SFBBJX,False,181405.0,216549.0,61.0,197167.0,199296.0,y,35144.0,,,,,,,,,,,,,,,,
61,SFBBJX,False,181405.0,216549.0,62.0,199297.0,201142.0,n,35144.0,,,,,,,,,,,,,,,,
62,SFBBJX,False,181405.0,216549.0,63.0,201143.0,202704.0,y,35144.0,,,,,,,,,,,,,,,,
63,SFBBJX,False,181405.0,216549.0,64.0,202705.0,205260.0,n,35144.0,,,,,,,,,,,,,,,,
64,SFBBJX,False,181405.0,216549.0,65.0,205261.0,207248.0,y,35144.0,,,,,,,,,,,,,,,,
65,SFBBJX,False,181405.0,216549.0,66.0,207249.0,212076.0,n,35144.0,,,,,,,,,,,,,,,,
66,SFBBJX,False,181405.0,216549.0,67.0,212077.0,214206.0,y,35144.0,,,,,,,,,,,,,,,,
67,SFBBJX,False,181405.0,216549.0,68.0,214207.0,216549.0,n,35144.0,,,,,,,,,,,,,,,,
68,SFBBJX,False,216550.0,264403.0,69.0,216550.0,220880.0,y,47853.0,,,,,,,,,,,,,,,,
69,SFBBJX,False,216550.0,264403.0,70.0,220881.0,226844.0,n,47853.0,,,,,,,,,,,,,,,,
70,SFBBJX,False,216550.0,264403.0,71.0,226845.0,228335.0,y,47853.0,,,,,,,,,,,,,,,,
71,SFBBJX,False,216550.0,264403.0,72.0,228336.0,239198.0,n,47853.0,,,,,,,,,,,,,,,,
72,SFBBJX,False,216550.0,264403.0,73.0,239199.0,240547.0,y,47853.0,,,,,,,,,,,,,,,,
73,SFBBJX,False,216550.0,264403.0,74.0,240548.0,244239.0,n,47853.0,,,,,,,,,,,,,,,,
74,SFBBJX,False,216550.0,264403.0,75.0,244240.0,245517.0,y,47853.0,,,,,,,,,,,,,,,,
75,SFBBJX,False,216550.0,264403.0,76.0,245518.0,264403.0,n,47853.0,,,,,,,,,,,,,,,,
77,SFBBJX,False,268167.0,308352.0,78.0,268167.0,270793.0,y,40185.0,,,,,,,,,,,,,,,,
78,SFBBJX,False,268167.0,308352.0,79.0,270794.0,278248.0,n,40185.0,,,,,,,,,,,,,,,,
79,SFBBJX,False,268167.0,308352.0,80.0,278249.0,281017.0,y,40185.0,,,,,,,,,,,,,,,,
80,SFBBJX,False,268167.0,308352.0,81.0,281018.0,302033.0,n,40185.0,,,,,,,,,,,,,,,,
81,SFBBJX,False,268167.0,308352.0,82.0,302034.0,305938.0,y,40185.0,,,,,,,,,,,,,,,,
82,SFBBJX,False,268167.0,308352.0,83.0,305939.0,308352.0,n,40185.0,,,,,,,,,,,,,,,,
83,SFBBJX,False,308353.0,364655.0,84.0,308353.0,312044.0,y,56302.0,,,,,,,,,,,,,,,,
84,SFBBJX,False,308353.0,364655.0,85.0,312045.0,313038.0,n,56302.0,,,,,,,,,,,,,,,,
85,SFBBJX,False,308353.0,364655.0,86.0,313039.0,318505.0,y,56302.0,,,,,,,,,,,,,,,,
86,SFBBJX,False,308353.0,364655.0,87.0,318506.0,327522.0,n,56302.0,,,,,,,,,,,,,,,,
87,SFBBJX,False,308353.0,364655.0,88.0,327523.0,328800.0,y,56302.0,,,,,,,,,,,,,,,,
88,SFBBJX,False,308353.0,364655.0,89.0,328801.0,364655.0,n,56302.0,,,,,,,,,,,,,,,,
1,273QdB,False,5772.0,38739.0,2.0,5772.0,38739.0,y,32967.0,40327.00000000001,85534.0,45206.99999999999,12239.999999999993,34555.00000000001,46795.0,,,,,,,,,,
2,273QdB,False,38740.0,88035.0,3.0,38740.0,60943.0,y,49295.0,91431.00000000001,129408.00000000001,37977.0,-11318.0,52691.000000000015,41373.000000000015,,,,,,,,,,
3,273QdB,False,38740.0,88035.0,4.0,60944.0,69887.0,n,49295.0,132778.00000000003,177914.00000000003,45136.0,-4159.0,94038.00000000003,89879.00000000003,,,,,,,,,,
4,273QdB,False,38740.0,88035.0,5.0,69888.0,88035.0,y,49295.0,194678.00000000003,225738.00000000003,31060.0,-18235.0,155938.00000000003,137703.00000000003,,,,,,,,,,
6,273QdB,False,92300.0,131455.0,7.0,92300.0,131455.0,y,39155.0,280077.0,312586.0,32509.0,-6646.0,187777.0,181131.0,,,,,,,,,,
7,273QdB,False,131456.0,184703.0,8.0,131456.0,172587.0,y,53247.0,315990.0,361218.0,45228.0,-8019.0,184534.0,176515.0,,,,,,,,,,
8,273QdB,False,131456.0,184703.0,9.0,172588.0,174771.0,n,53247.0,,,,,,,,,,,,,,,,
9,273QdB,False,131456.0,184703.0,10.0,174772.0,182103.0,y,53247.0,,,,,,,,,,,,,,,,
10,273QdB,False,131456.0,184703.0,11.0,182104.0,184703.0,n,53247.0,,,,,,,,,,,,,,,,
12,273QdB,False,194584.0,227551.0,13.0,194584.0,227551.0,y,32967.0,,,,,,,,,,,,,,,,
13,273QdB,False,227552.0,275703.0,14.0,227552.0,244399.0,y,48151.0,,,,,,,,,,,,,,,,
14,273QdB,False,227552.0,275703.0,15.0,244400.0,249079.0,n,48151.0,,,,,,,,,,,,,,,,
15,273QdB,False,227552.0,275703.0,16.0,249080.0,250899.0,y,48151.0,,,,,,,,,,,,,,,,
16,273QdB,False,227552.0,275703.0,17.0,250900.0,251939.0,n,48151.0,,,,,,,,,,,,,,,,
17,273QdB,False,227552.0,275703.0,18.0,251940.0,259427.0,y,48151.0,,,,,,,,,,,,,,,,
18,273QdB,False,227552.0,275703.0,19.0,259428.0,261143.0,n,48151.0,,,,,,,,,,,,,,,,
19,273QdB,False,227552.0,275703.0,20.0,261144.0,275703.0,y,48151.0,,,,,,,,,,,,,,,,
21,273QdB,False,280020.0,314235.0,22.0,280020.0,284023.0,y,34215.0,,,,,,,,,,,,,,,,
22,273QdB,False,280020.0,314235.0,23.0,284024.0,294735.0,n,34215.0,,,,,,,,,,,,,,,,
23,273QdB,False,280020.0,314235.0,24.0,294736.0,314235.0,y,34215.0,,,,,,,,,,,,,,,,
24,273QdB,False,314236.0,363947.0,25.0,314236.0,363947.0,y,49711.0,,,,,,,,,,,,,,,,
0,dKQE5W,False,,,,,,,41714.0,5561.0,50655.0,45094.0,3380.0,13.0,3393.0,1.0,0.0,22990.0,26437.0,off,0.0,5548.0,47262.0,f,
1,dKQE5W,False,,,,,,,39471.0,55386.0,68028.0,12642.0,-26829.0,3651.0,-23178.0,,1.0,40945.0,47262.0,off,1.0,51735.0,91206.0,f,
2,dKQE5W,False,,,,,,,12100.0,5394.0,46560.0,41166.0,29066.0,-90152.0,-61086.0,,2.0,58700.0,70170.0,off,2.0,95546.0,107646.0,f,
3,dKQE5W,False,,,,,,,19882.0,51288.00000000001,90160.00000000001,38872.00000000001,18990.000000000007,-61423.99999999999,-42433.999999999985,,3.0,72270.0,73881.0,off,3.0,112712.0,132594.0,f,
4,dKQE5W,False,,,,,,,26957.0,95101.0,107229.00000000001,12128.000000000015,-14828.999999999985,-41709.0,-56537.999999999985,,4.0,76886.0,79086.0,off,4.0,136810.0,163767.0,f,
5,dKQE5W,False,,,,,,,9666.0,111986.0,131533.00000000003,19547.00000000003,9881.00000000003,-56469.0,-46587.99999999997,,5.0,83610.0,86585.0,off,5.0,168455.0,178121.0,f,
6,dKQE5W,False,,,,,,,11442.0,136222.0,163541.0,27319.0,15877.0,-46299.0,-30422.0,,6.0,88252.0,91206.0,off,6.0,182521.0,193963.0,f,
7,dKQE5W,False,,,,,,,37917.0,168329.0,177204.0,8875.0,-29042.0,-30321.0,-59363.0,,7.0,103110.0,107646.0,off,7.0,198650.0,236567.0,f,
8,dKQE5W,False,,,,,,,34659.0,182024.0,193521.00000000003,11497.00000000003,-23161.99999999997,-56092.0,-79253.99999999997,,8.0,128085.0,132594.0,off,8.0,238116.0,272775.0,t,
